;ADS_Index
1981:02:19;-0.493134
1981:02:20;-0.480479
1981:02:21;-0.466187
1981:02:22;-0.450253
1981:02:23;-0.433497
1981:02:24;-0.415914
1981:02:25;-0.397496
1981:02:26;-0.378237
1981:02:27;-0.358128
1981:02:28;-0.337163
1981:03:01;-0.315332
1981:03:02;-0.295911
1981:03:03;-0.278892
1981:03:04;-0.264268
1981:03:05;-0.252034
1981:03:06;-0.242185
1981:03:07;-0.234718
1981:03:08;-0.229628
1981:03:09;-0.225856
1981:03:10;-0.223399
1981:03:11;-0.222257
1981:03:12;-0.222429
1981:03:13;-0.223915
1981:03:14;-0.226716
1981:03:15;-0.230833
1981:03:16;-0.236543
1981:03:17;-0.243849
1981:03:18;-0.252753
1981:03:19;-0.263258
1981:03:20;-0.275369
1981:03:21;-0.289091
1981:03:22;-0.304429
1981:03:23;-0.320596
1981:03:24;-0.337599
1981:03:25;-0.355445
1981:03:26;-0.374139
1981:03:27;-0.393691
1981:03:28;-0.414106
1981:03:29;-0.435394
1981:03:30;-0.457837
1981:03:31;-0.481445
1981:04:01;-0.506227
1981:04:02;-0.529404
1981:04:03;-0.550985
1981:04:04;-0.57098
1981:04:05;-0.589396
1981:04:06;-0.607423
1981:04:07;-0.62507
1981:04:08;-0.642342
1981:04:09;-0.659246
1981:04:10;-0.67579
1981:04:11;-0.691979
1981:04:12;-0.70782
1981:04:13;-0.722589
1981:04:14;-0.736291
1981:04:15;-0.748932
1981:04:16;-0.760516
1981:04:17;-0.771049
1981:04:18;-0.780534
1981:04:19;-0.788975
1981:04:20;-0.794218
1981:04:21;-0.796265
1981:04:22;-0.795117
1981:04:23;-0.790774
1981:04:24;-0.783233
1981:04:25;-0.772493
1981:04:26;-0.758548
1981:04:27;-0.744358
1981:04:28;-0.729916
1981:04:29;-0.715218
1981:04:30;-0.700257
1981:05:01;-0.685028
1981:05:02;-0.67093
1981:05:03;-0.657959
1981:05:04;-0.644635
1981:05:05;-0.630953
1981:05:06;-0.616907
1981:05:07;-0.602492
1981:05:08;-0.587703
1981:05:09;-0.572533
1981:05:10;-0.556977
1981:05:11;-0.541862
1981:05:12;-0.527183
1981:05:13;-0.512935
1981:05:14;-0.49911
1981:05:15;-0.485705
1981:05:16;-0.472713
1981:05:17;-0.46013
1981:05:18;-0.447499
1981:05:19;-0.434815
1981:05:20;-0.422074
1981:05:21;-0.40927
1981:05:22;-0.396399
1981:05:23;-0.383455
1981:05:24;-0.370433
1981:05:25;-0.357271
1981:05:26;-0.343965
1981:05:27;-0.330508
1981:05:28;-0.316896
1981:05:29;-0.303123
1981:05:30;-0.289184
1981:05:31;-0.275073
1981:06:01;-0.260366
1981:06:02;-0.245426
1981:06:03;-0.23025
1981:06:04;-0.214831
1981:06:05;-0.199162
1981:06:06;-0.183239
1981:06:07;-0.167054
1981:06:08;-0.151207
1981:06:09;-0.135693
1981:06:10;-0.120506
1981:06:11;-0.105638
1981:06:12;-0.091086
1981:06:13;-0.0768426
1981:06:14;-0.0629026
1981:06:15;-0.0486653
1981:06:16;-0.0341252
1981:06:17;-0.0192765
1981:06:18;-0.00411352
1981:06:19;0.0113697
1981:06:20;0.0271792
1981:06:21;0.0433211
1981:06:22;0.0597816
1981:06:23;0.0765671
1981:06:24;0.0936841
1981:06:25;0.111139
1981:06:26;0.128939
1981:06:27;0.147092
1981:06:28;0.165603
1981:06:29;0.184822
1981:06:30;0.204757
1981:07:01;0.225415
1981:07:02;0.245298
1981:07:03;0.264412
1981:07:04;0.282766
1981:07:05;0.300366
1981:07:06;0.314994
1981:07:07;0.326655
1981:07:08;0.335354
1981:07:09;0.341094
1981:07:10;0.343878
1981:07:11;0.343706
1981:07:12;0.340578
1981:07:13;0.336168
1981:07:14;0.330473
1981:07:15;0.323493
1981:07:16;0.315223
1981:07:17;0.305661
1981:07:18;0.294803
1981:07:19;0.282645
1981:07:20;0.267956
1981:07:21;0.250732
1981:07:22;0.230965
1981:07:23;0.208648
1981:07:24;0.183771
1981:07:25;0.156326
1981:07:26;0.126301
1981:07:27;0.0977899
1981:07:28;0.0707818
1981:07:29;0.0452659
1981:07:30;0.0212322
1981:07:31;-0.00132848
1981:08:01;-0.0224251
1981:08:02;-0.040166
1981:08:03;-0.0588732
1981:08:04;-0.0785541
1981:08:05;-0.0992162
1981:08:06;-0.120868
1981:08:07;-0.143517
1981:08:08;-0.167173
1981:08:09;-0.191845
1981:08:10;-0.216601
1981:08:11;-0.241452
1981:08:12;-0.266406
1981:08:13;-0.291475
1981:08:14;-0.316666
1981:08:15;-0.341992
1981:08:16;-0.36746
1981:08:17;-0.3932
1981:08:18;-0.419221
1981:08:19;-0.445534
1981:08:20;-0.472149
1981:08:21;-0.499077
1981:08:22;-0.526327
1981:08:23;-0.55391
1981:08:24;-0.58074
1981:08:25;-0.606828
1981:08:26;-0.632183
1981:08:27;-0.656814
1981:08:28;-0.680733
1981:08:29;-0.703948
1981:08:30;-0.726468
1981:08:31;-0.748075
1981:09:01;-0.768777
1981:09:02;-0.788656
1981:09:03;-0.807719
1981:09:04;-0.825973
1981:09:05;-0.843427
1981:09:06;-0.860086
1981:09:07;-0.877798
1981:09:08;-0.896569
1981:09:09;-0.916407
1981:09:10;-0.937319
1981:09:11;-0.959314
1981:09:12;-0.9824
1981:09:13;-1.00659
1981:09:14;-1.03012
1981:09:15;-1.053
1981:09:16;-1.07525
1981:09:17;-1.09687
1981:09:18;-1.11787
1981:09:19;-1.13825
1981:09:20;-1.15804
1981:09:21;-1.17744
1981:09:22;-1.19647
1981:09:23;-1.21514
1981:09:24;-1.23345
1981:09:25;-1.25141
1981:09:26;-1.26903
1981:09:27;-1.28632
1981:09:28;-1.30408
1981:09:29;-1.32233
1981:09:30;-1.34108
1981:10:01;-1.36032
1981:10:02;-1.37936
1981:10:03;-1.3982
1981:10:04;-1.41685
1981:10:05;-1.43515
1981:10:06;-1.45311
1981:10:07;-1.47073
1981:10:08;-1.48803
1981:10:09;-1.505
1981:10:10;-1.52167
1981:10:11;-1.53802
1981:10:12;-1.55436
1981:10:13;-1.57068
1981:10:14;-1.587
1981:10:15;-1.60332
1981:10:16;-1.61964
1981:10:17;-1.63598
1981:10:18;-1.65234
1981:10:19;-1.66874
1981:10:20;-1.6852
1981:10:21;-1.70171
1981:10:22;-1.71828
1981:10:23;-1.73492
1981:10:24;-1.75164
1981:10:25;-1.76844
1981:10:26;-1.78377
1981:10:27;-1.79763
1981:10:28;-1.81003
1981:10:29;-1.82097
1981:10:30;-1.83046
1981:10:31;-1.8385
1981:11:01;-1.84509
1981:11:02;-1.85168
1981:11:03;-1.85826
1981:11:04;-1.86484
1981:11:05;-1.87142
1981:11:06;-1.878
1981:11:07;-1.88459
1981:11:08;-1.89119
1981:11:09;-1.89767
1981:11:10;-1.90404
1981:11:11;-1.91029
1981:11:12;-1.91643
1981:11:13;-1.92246
1981:11:14;-1.92838
1981:11:15;-1.9342
1981:11:16;-1.94244
1981:11:17;-1.95313
1981:11:18;-1.96624
1981:11:19;-1.9818
1981:11:20;-1.99981
1981:11:21;-2.02027
1981:11:22;-2.04319
1981:11:23;-2.0623
1981:11:24;-2.0776
1981:11:25;-2.08909
1981:11:26;-2.09678
1981:11:27;-2.10068
1981:11:28;-2.10078
1981:11:29;-2.09708
1981:11:30;-2.09319
1981:12:01;-2.0891
1981:12:02;-2.08546
1981:12:03;-2.08227
1981:12:04;-2.07953
1981:12:05;-2.07723
1981:12:06;-2.07539
1981:12:07;-2.07457
1981:12:08;-2.07477
1981:12:09;-2.076
1981:12:10;-2.07826
1981:12:11;-2.08154
1981:12:12;-2.08585
1981:12:13;-2.09119
1981:12:14;-2.0978
1981:12:15;-2.10568
1981:12:16;-2.11484
1981:12:17;-2.12527
1981:12:18;-2.13699
1981:12:19;-2.15
1981:12:20;-2.1643
1981:12:21;-2.17861
1981:12:22;-2.19295
1981:12:23;-2.20731
1981:12:24;-2.2217
1981:12:25;-2.23612
1981:12:26;-2.25059
1981:12:27;-2.26511
1981:12:28;-2.28319
1981:12:29;-2.30486
1981:12:30;-2.3301
1981:12:31;-2.35895
1982:01:01;-2.39139
1982:01:02;-2.42196
1982:01:03;-2.45067
1982:01:04;-2.4726
1982:01:05;-2.48775
1982:01:06;-2.49615
1982:01:07;-2.49779
1982:01:08;-2.49267
1982:01:09;-2.48079
1982:01:10;-2.46214
1982:01:11;-2.44144
1982:01:12;-2.41867
1982:01:13;-2.39383
1982:01:14;-2.3669
1982:01:15;-2.33788
1982:01:16;-2.30675
1982:01:17;-2.27351
1982:01:18;-2.23226
1982:01:19;-2.18297
1982:01:20;-2.12565
1982:01:21;-2.06025
1982:01:22;-1.98676
1982:01:23;-1.90515
1982:01:24;-1.81538
1982:01:25;-1.71979
1982:01:26;-1.61834
1982:01:27;-1.51099
1982:01:28;-1.3977
1982:01:29;-1.27843
1982:01:30;-1.15313
1982:01:31;-1.02175
1982:02:01;-0.886192
1982:02:02;-0.758692
1982:02:03;-0.639198
1982:02:04;-0.527664
1982:02:05;-0.424048
1982:02:06;-0.328308
1982:02:07;-0.240407
1982:02:08;-0.161264
1982:02:09;-0.0908485
1982:02:10;-0.0291331
1982:02:11;0.0239063
1982:02:12;0.0682906
1982:02:13;0.104037
1982:02:14;0.131159
1982:02:15;0.153519
1982:02:16;0.171124
1982:02:17;0.183982
1982:02:18;0.192097
1982:02:19;0.195473
1982:02:20;0.194111
1982:02:21;0.188011
1982:02:22;0.174814
1982:02:23;0.154515
1982:02:24;0.127105
1982:02:25;0.092575
1982:02:26;0.0509105
1982:02:27;0.0020956
1982:02:28;-0.0538889
1982:03:01;-0.115137
1982:03:02;-0.173648
1982:03:03;-0.229446
1982:03:04;-0.282551
1982:03:05;-0.332985
1982:03:06;-0.380768
1982:03:07;-0.425918
1982:03:08;-0.470489
1982:03:09;-0.5145
1982:03:10;-0.557968
1982:03:11;-0.600909
1982:03:12;-0.643341
1982:03:13;-0.685279
1982:03:14;-0.726741
1982:03:15;-0.766214
1982:03:16;-0.803715
1982:03:17;-0.839258
1982:03:18;-0.872857
1982:03:19;-0.904525
1982:03:20;-0.934275
1982:03:21;-0.962117
1982:03:22;-0.98811
1982:03:23;-1.01226
1982:03:24;-1.03459
1982:03:25;-1.05509
1982:03:26;-1.07378
1982:03:27;-1.09067
1982:03:28;-1.10575
1982:03:29;-1.11962
1982:03:30;-1.13229
1982:03:31;-1.14375
1982:04:01;-1.15401
1982:04:02;-1.16317
1982:04:03;-1.17124
1982:04:04;-1.17821
1982:04:05;-1.18395
1982:04:06;-1.18847
1982:04:07;-1.19177
1982:04:08;-1.19385
1982:04:09;-1.19471
1982:04:10;-1.19434
1982:04:11;-1.19276
1982:04:12;-1.18972
1982:04:13;-1.18523
1982:04:14;-1.17928
1982:04:15;-1.17186
1982:04:16;-1.16299
1982:04:17;-1.15264
1982:04:18;-1.14082
1982:04:19;-1.12846
1982:04:20;-1.11553
1982:04:21;-1.10205
1982:04:22;-1.088
1982:04:23;-1.07338
1982:04:24;-1.05818
1982:04:25;-1.04239
1982:04:26;-1.02616
1982:04:27;-1.00945
1982:04:28;-0.992284
1982:04:29;-0.974638
1982:04:30;-0.956509
1982:05:01;-0.937891
1982:05:02;-0.92145
1982:05:03;-0.906278
1982:05:04;-0.89237
1982:05:05;-0.87972
1982:05:06;-0.868324
1982:05:07;-0.858176
1982:05:08;-0.849273
1982:05:09;-0.841612
1982:05:10;-0.835489
1982:05:11;-0.830903
1982:05:12;-0.827852
1982:05:13;-0.826334
1982:05:14;-0.826349
1982:05:15;-0.827898
1982:05:16;-0.83098
1982:05:17;-0.835598
1982:05:18;-0.841754
1982:05:19;-0.84945
1982:05:20;-0.85869
1982:05:21;-0.869477
1982:05:22;-0.881815
1982:05:23;-0.895709
1982:05:24;-0.911129
1982:05:25;-0.928082
1982:05:26;-0.946574
1982:05:27;-0.966612
1982:05:28;-0.988204
1982:05:29;-1.01136
1982:05:30;-1.03609
1982:05:31;-1.06146
1982:06:01;-1.0875
1982:06:02;-1.11152
1982:06:03;-1.13354
1982:06:04;-1.15357
1982:06:05;-1.17161
1982:06:06;-1.18767
1982:06:07;-1.20264
1982:06:08;-1.21654
1982:06:09;-1.22937
1982:06:10;-1.24113
1982:06:11;-1.25183
1982:06:12;-1.26147
1982:06:13;-1.27006
1982:06:14;-1.27877
1982:06:15;-1.28761
1982:06:16;-1.29659
1982:06:17;-1.3057
1982:06:18;-1.31496
1982:06:19;-1.32436
1982:06:20;-1.33391
1982:06:21;-1.34301
1982:06:22;-1.35167
1982:06:23;-1.35989
1982:06:24;-1.36768
1982:06:25;-1.37503
1982:06:26;-1.38196
1982:06:27;-1.38845
1982:06:28;-1.39332
1982:06:29;-1.39656
1982:06:30;-1.39818
1982:07:01;-1.39817
1982:07:02;-1.39728
1982:07:03;-1.39551
1982:07:04;-1.39285
1982:07:05;-1.39136
1982:07:06;-1.39103
1982:07:07;-1.39188
1982:07:08;-1.39389
1982:07:09;-1.39708
1982:07:10;-1.40143
1982:07:11;-1.40696
1982:07:12;-1.41266
1982:07:13;-1.41854
1982:07:14;-1.42459
1982:07:15;-1.43082
1982:07:16;-1.43724
1982:07:17;-1.44384
1982:07:18;-1.45063
1982:07:19;-1.45879
1982:07:20;-1.46833
1982:07:21;-1.47926
1982:07:22;-1.49157
1982:07:23;-1.50528
1982:07:24;-1.52038
1982:07:25;-1.53689
1982:07:26;-1.55034
1982:07:27;-1.56073
1982:07:28;-1.56808
1982:07:29;-1.57238
1982:07:30;-1.57363
1982:07:31;-1.57185
1982:08:01;-1.56701
1982:08:02;-1.56233
1982:08:03;-1.55781
1982:08:04;-1.55344
1982:08:05;-1.54922
1982:08:06;-1.54514
1982:08:07;-1.54122
1982:08:08;-1.53744
1982:08:09;-1.53244
1982:08:10;-1.52623
1982:08:11;-1.5188
1982:08:12;-1.51014
1982:08:13;-1.50026
1982:08:14;-1.48915
1982:08:15;-1.4768
1982:08:16;-1.46497
1982:08:17;-1.45367
1982:08:18;-1.44287
1982:08:19;-1.43258
1982:08:20;-1.4228
1982:08:21;-1.41352
1982:08:22;-1.40473
1982:08:23;-1.39518
1982:08:24;-1.38485
1982:08:25;-1.37375
1982:08:26;-1.36187
1982:08:27;-1.3492
1982:08:28;-1.33574
1982:08:29;-1.32149
1982:08:30;-1.30708
1982:08:31;-1.2925
1982:09:01;-1.27776
1982:09:02;-1.26436
1982:09:03;-1.25229
1982:09:04;-1.24154
1982:09:05;-1.23212
1982:09:06;-1.22464
1982:09:07;-1.21909
1982:09:08;-1.21548
1982:09:09;-1.2138
1982:09:10;-1.21405
1982:09:11;-1.21623
1982:09:12;-1.22035
1982:09:13;-1.2242
1982:09:14;-1.22779
1982:09:15;-1.23112
1982:09:16;-1.23419
1982:09:17;-1.237
1982:09:18;-1.23955
1982:09:19;-1.24185
1982:09:20;-1.24601
1982:09:21;-1.25205
1982:09:22;-1.25996
1982:09:23;-1.26974
1982:09:24;-1.28141
1982:09:25;-1.29496
1982:09:26;-1.3104
1982:09:27;-1.32626
1982:09:28;-1.34256
1982:09:29;-1.3593
1982:09:30;-1.37649
1982:10:01;-1.39414
1982:10:02;-1.40844
1982:10:03;-1.41942
1982:10:04;-1.43013
1982:10:05;-1.44057
1982:10:06;-1.45074
1982:10:07;-1.46065
1982:10:08;-1.47031
1982:10:09;-1.47971
1982:10:10;-1.48887
1982:10:11;-1.49562
1982:10:12;-1.49998
1982:10:13;-1.50194
1982:10:14;-1.50151
1982:10:15;-1.49868
1982:10:16;-1.49345
1982:10:17;-1.48583
1982:10:18;-1.47751
1982:10:19;-1.46849
1982:10:20;-1.45877
1982:10:21;-1.44833
1982:10:22;-1.43719
1982:10:23;-1.42533
1982:10:24;-1.41276
1982:10:25;-1.39736
1982:10:26;-1.37913
1982:10:27;-1.35808
1982:10:28;-1.33418
1982:10:29;-1.30743
1982:10:30;-1.27781
1982:10:31;-1.24533
1982:11:01;-1.21272
1982:11:02;-1.18278
1982:11:03;-1.15549
1982:11:04;-1.13086
1982:11:05;-1.10885
1982:11:06;-1.08948
1982:11:07;-1.07273
1982:11:08;-1.05601
1982:11:09;-1.03933
1982:11:10;-1.02266
1982:11:11;-1.00602
1982:11:12;-0.989382
1982:11:13;-0.972749
1982:11:14;-0.956114
1982:11:15;-0.94089
1982:11:16;-0.927072
1982:11:17;-0.914653
1982:11:18;-0.903629
1982:11:19;-0.893996
1982:11:20;-0.88575
1982:11:21;-0.878887
1982:11:22;-0.870851
1982:11:23;-0.861637
1982:11:24;-0.851242
1982:11:25;-0.839662
1982:11:26;-0.826893
1982:11:27;-0.81293
1982:11:28;-0.797766
1982:11:29;-0.785409
1982:11:30;-0.775854
1982:12:01;-0.769097
1982:12:02;-0.761735
1982:12:03;-0.753767
1982:12:04;-0.745188
1982:12:05;-0.735996
1982:12:06;-0.724842
1982:12:07;-0.711724
1982:12:08;-0.696635
1982:12:09;-0.67957
1982:12:10;-0.660521
1982:12:11;-0.639483
1982:12:12;-0.616446
1982:12:13;-0.591094
1982:12:14;-0.563418
1982:12:15;-0.533406
1982:12:16;-0.501048
1982:12:17;-0.46633
1982:12:18;-0.429239
1982:12:19;-0.38976
1982:12:20;-0.348318
1982:12:21;-0.304895
1982:12:22;-0.259477
1982:12:23;-0.212043
1982:12:24;-0.162577
1982:12:25;-0.111058
1982:12:26;-0.0574675
1982:12:27;0.00148209
1982:12:28;0.0658133
1982:12:29;0.135551
1982:12:30;0.210723
1982:12:31;0.291359
1983:01:01;0.377489
1983:01:02;0.460519
1983:01:03;0.537481
1983:01:04;0.608404
1983:01:05;0.673315
1983:01:06;0.732241
1983:01:07;0.785204
1983:01:08;0.832225
1983:01:09;0.873323
1983:01:10;0.908201
1983:01:11;0.936875
1983:01:12;0.959355
1983:01:13;0.97565
1983:01:14;0.985767
1983:01:15;0.989709
1983:01:16;0.987478
1983:01:17;0.980435
1983:01:18;0.968578
1983:01:19;0.951902
1983:01:20;0.930401
1983:01:21;0.904066
1983:01:22;0.872887
1983:01:23;0.836851
1983:01:24;0.797
1983:01:25;0.753318
1983:01:26;0.705787
1983:01:27;0.65439
1983:01:28;0.599107
1983:01:29;0.539915
1983:01:30;0.476792
1983:01:31;0.408517
1983:02:01;0.335065
1983:02:02;0.266372
1983:02:03;0.202412
1983:02:04;0.14316
1983:02:05;0.0885914
1983:02:06;0.0386864
1983:02:07;-0.00720538
1983:02:08;-0.0491019
1983:02:09;-0.0870195
1983:02:10;-0.120973
1983:02:11;-0.150976
1983:02:12;-0.177039
1983:02:13;-0.199173
1983:02:14;-0.2167
1983:02:15;-0.229627
1983:02:16;-0.237957
1983:02:17;-0.241695
1983:02:18;-0.240843
1983:02:19;-0.235399
1983:02:20;-0.225362
1983:02:21;-0.211034
1983:02:22;-0.19241
1983:02:23;-0.169483
1983:02:24;-0.142244
1983:02:25;-0.110682
1983:02:26;-0.0747852
1983:02:27;-0.0345388
1983:02:28;0.0109999
1983:03:01;0.0618487
1983:03:02;0.111678
1983:03:03;0.160509
1983:03:04;0.208358
1983:03:05;0.255245
1983:03:06;0.301189
1983:03:07;0.344725
1983:03:08;0.38587
1983:03:09;0.42464
1983:03:10;0.461051
1983:03:11;0.495116
1983:03:12;0.526848
1983:03:13;0.556261
1983:03:14;0.584044
1983:03:15;0.610208
1983:03:16;0.634763
1983:03:17;0.657718
1983:03:18;0.679083
1983:03:19;0.698866
1983:03:20;0.717075
1983:03:21;0.734448
1983:03:22;0.750993
1983:03:23;0.766716
1983:03:24;0.781623
1983:03:25;0.79572
1983:03:26;0.809013
1983:03:27;0.821506
1983:03:28;0.833182
1983:03:29;0.844047
1983:03:30;0.854104
1983:03:31;0.863357
1983:04:01;0.87181
1983:04:02;0.880259
1983:04:03;0.888707
1983:04:04;0.89695
1983:04:05;0.904993
1983:04:06;0.912837
1983:04:07;0.920486
1983:04:08;0.927943
1983:04:09;0.935211
1983:04:10;0.942293
1983:04:11;0.949835
1983:04:12;0.957841
1983:04:13;0.966314
1983:04:14;0.975257
1983:04:15;0.984673
1983:04:16;0.994567
1983:04:17;1.00494
1983:04:18;1.01375
1983:04:19;1.02101
1983:04:20;1.0267
1983:04:21;1.03085
1983:04:22;1.03344
1983:04:23;1.03448
1983:04:24;1.03397
1983:04:25;1.03318
1983:04:26;1.03213
1983:04:27;1.03079
1983:04:28;1.02919
1983:04:29;1.02731
1983:04:30;1.02515
1983:05:01;1.02272
1983:05:02;1.02148
1983:05:03;1.02141
1983:05:04;1.02254
1983:05:05;1.02485
1983:05:06;1.02834
1983:05:07;1.03302
1983:05:08;1.0389
1983:05:09;1.04443
1983:05:10;1.04964
1983:05:11;1.05451
1983:05:12;1.05906
1983:05:13;1.06327
1983:05:14;1.06717
1983:05:15;1.07073
1983:05:16;1.07512
1983:05:17;1.08033
1983:05:18;1.08637
1983:05:19;1.09323
1983:05:20;1.10092
1983:05:21;1.10944
1983:05:22;1.11879
1983:05:23;1.1289
1983:05:24;1.13976
1983:05:25;1.15138
1983:05:26;1.16377
1983:05:27;1.17692
1983:05:28;1.19085
1983:05:29;1.20556
1983:05:30;1.22155
1983:05:31;1.23884
1983:06:01;1.25743
1983:06:02;1.27578
1983:06:03;1.29391
1983:06:04;1.31181
1983:06:05;1.32951
1983:06:06;1.34602
1983:06:07;1.36137
1983:06:08;1.37554
1983:06:09;1.38856
1983:06:10;1.40042
1983:06:11;1.41112
1983:06:12;1.42068
1983:06:13;1.42949
1983:06:14;1.43755
1983:06:15;1.44487
1983:06:16;1.45146
1983:06:17;1.4573
1983:06:18;1.46241
1983:06:19;1.46678
1983:06:20;1.47115
1983:06:21;1.47549
1983:06:22;1.47983
1983:06:23;1.48416
1983:06:24;1.48848
1983:06:25;1.4928
1983:06:26;1.49711
1983:06:27;1.50017
1983:06:28;1.50197
1983:06:29;1.50253
1983:06:30;1.50182
1983:07:01;1.49987
1983:07:02;1.49559
1983:07:03;1.48897
1983:07:04;1.48043
1983:07:05;1.46998
1983:07:06;1.45761
1983:07:07;1.44331
1983:07:08;1.42708
1983:07:09;1.40891
1983:07:10;1.3888
1983:07:11;1.36643
1983:07:12;1.34181
1983:07:13;1.31491
1983:07:14;1.28573
1983:07:15;1.25426
1983:07:16;1.22048
1983:07:17;1.18439
1983:07:18;1.14659
1983:07:19;1.10708
1983:07:20;1.06583
1983:07:21;1.02283
1983:07:22;0.978072
1983:07:23;0.931527
1983:07:24;0.88318
1983:07:25;0.83392
1983:07:26;0.783729
1983:07:27;0.732587
1983:07:28;0.680474
1983:07:29;0.627369
1983:07:30;0.573252
1983:07:31;0.518102
1983:08:01;0.460976
1983:08:02;0.409072
1983:08:03;0.362371
1983:08:04;0.320854
1983:08:05;0.284505
1983:08:06;0.253309
1983:08:07;0.227256
1983:08:08;0.208209
1983:08:09;0.196163
1983:08:10;0.191113
1983:08:11;0.193056
1983:08:12;0.201993
1983:08:13;0.217929
1983:08:14;0.240868
1983:08:15;0.268448
1983:08:16;0.300681
1983:08:17;0.337578
1983:08:18;0.379155
1983:08:19;0.425426
1983:08:20;0.476411
1983:08:21;0.532129
1983:08:22;0.592318
1983:08:23;0.657
1983:08:24;0.726201
1983:08:25;0.799948
1983:08:26;0.87827
1983:08:27;0.961198
1983:08:28;1.04876
1983:08:29;1.14123
1983:08:30;1.23863
1983:08:31;1.34101
1983:09:01;1.44841
1983:09:02;1.54909
1983:09:03;1.64309
1983:09:04;1.73045
1983:09:05;1.81157
1983:09:06;1.88649
1983:09:07;1.95523
1983:09:08;2.01782
1983:09:09;2.07428
1983:09:10;2.12464
1983:09:11;2.16892
1983:09:12;2.20761
1983:09:13;2.24072
1983:09:14;2.26828
1983:09:15;2.29029
1983:09:16;2.30675
1983:09:17;2.31768
1983:09:18;2.32308
1983:09:19;2.32337
1983:09:20;2.31854
1983:09:21;2.3086
1983:09:22;2.29354
1983:09:23;2.27335
1983:09:24;2.24802
1983:09:25;2.21755
1983:09:26;2.18129
1983:09:27;2.1392
1983:09:28;2.09129
1983:09:29;2.03753
1983:09:30;1.9779
1983:10:01;1.91237
1983:10:02;1.84937
1983:10:03;1.78865
1983:10:04;1.73018
1983:10:05;1.67393
1983:10:06;1.61989
1983:10:07;1.56804
1983:10:08;1.51835
1983:10:09;1.4708
1983:10:10;1.42511
1983:10:11;1.38125
1983:10:12;1.33921
1983:10:13;1.29897
1983:10:14;1.26052
1983:10:15;1.22384
1983:10:16;1.18892
1983:10:17;1.15624
1983:10:18;1.12579
1983:10:19;1.09756
1983:10:20;1.07153
1983:10:21;1.0477
1983:10:22;1.02606
1983:10:23;1.0066
1983:10:24;0.98974
1983:10:25;0.975485
1983:10:26;0.963826
1983:10:27;0.954757
1983:10:28;0.948275
1983:10:29;0.944378
1983:10:30;0.943063
1983:10:31;0.943483
1983:11:01;0.945637
1983:11:02;0.947756
1983:11:03;0.94984
1983:11:04;0.95189
1983:11:05;0.953907
1983:11:06;0.955891
1983:11:07;0.958016
1983:11:08;0.960282
1983:11:09;0.96269
1983:11:10;0.965241
1983:11:11;0.967935
1983:11:12;0.970775
1983:11:13;0.97376
1983:11:14;0.97698
1983:11:15;0.980435
1983:11:16;0.984127
1983:11:17;0.988057
1983:11:18;0.992226
1983:11:19;0.996637
1983:11:20;1.00129
1983:11:21;1.00682
1983:11:22;1.01323
1983:11:23;1.02053
1983:11:24;1.02871
1983:11:25;1.03778
1983:11:26;1.04774
1983:11:27;1.05859
1983:11:28;1.06838
1983:11:29;1.07711
1983:11:30;1.08478
1983:12:01;1.09139
1983:12:02;1.09717
1983:12:03;1.10211
1983:12:04;1.10623
1983:12:05;1.11112
1983:12:06;1.11676
1983:12:07;1.12318
1983:12:08;1.13037
1983:12:09;1.13832
1983:12:10;1.14706
1983:12:11;1.15657
1983:12:12;1.16648
1983:12:13;1.17677
1983:12:14;1.18746
1983:12:15;1.19855
1983:12:16;1.21005
1983:12:17;1.22195
1983:12:18;1.23427
1983:12:19;1.24796
1983:12:20;1.26302
1983:12:21;1.27946
1983:12:22;1.2973
1983:12:23;1.31652
1983:12:24;1.33715
1983:12:25;1.35919
1983:12:26;1.38178
1983:12:27;1.40493
1983:12:28;1.42865
1983:12:29;1.45295
1983:12:30;1.47784
1983:12:31;1.50332
1984:01:01;1.52941
1984:01:02;1.55316
1984:01:03;1.57457
1984:01:04;1.59367
1984:01:05;1.61045
1984:01:06;1.62492
1984:01:07;1.63709
1984:01:08;1.64697
1984:01:09;1.65503
1984:01:10;1.66129
1984:01:11;1.66574
1984:01:12;1.6684
1984:01:13;1.66926
1984:01:14;1.66831
1984:01:15;1.66557
1984:01:16;1.66043
1984:01:17;1.65289
1984:01:18;1.64296
1984:01:19;1.63061
1984:01:20;1.61586
1984:01:21;1.59869
1984:01:22;1.5791
1984:01:23;1.55925
1984:01:24;1.53915
1984:01:25;1.51878
1984:01:26;1.49812
1984:01:27;1.47719
1984:01:28;1.45596
1984:01:29;1.43443
1984:01:30;1.41022
1984:01:31;1.38331
1984:02:01;1.35369
1984:02:02;1.32376
1984:02:03;1.29351
1984:02:04;1.26293
1984:02:05;1.232
1984:02:06;1.20147
1984:02:07;1.17133
1984:02:08;1.14157
1984:02:09;1.11218
1984:02:10;1.08315
1984:02:11;1.05446
1984:02:12;1.0261
1984:02:13;0.99804
1984:02:14;0.970262
1984:02:15;0.942758
1984:02:16;0.915516
1984:02:17;0.888525
1984:02:18;0.861775
1984:02:19;0.835256
1984:02:20;0.809518
1984:02:21;0.784552
1984:02:22;0.760346
1984:02:23;0.736893
1984:02:24;0.714182
1984:02:25;0.692205
1984:02:26;0.670954
1984:02:27;0.650187
1984:02:28;0.629896
1984:02:29;0.610074
1984:03:01;0.590712
1984:03:02;0.572619
1984:03:03;0.555789
1984:03:04;0.540215
