;ADS_Index
2015:06:27;-0.291618
2015:06:28;-0.266214
2015:06:29;-0.238998
2015:06:30;-0.209956
2015:07:01;-0.17908
2015:07:02;-0.149087
2015:07:03;-0.119967
2015:07:04;-0.0917078
2015:07:05;-0.0642986
2015:07:06;-0.0387708
2015:07:07;-0.0151145
2015:07:08;0.00667966
2015:07:09;0.0266201
2015:07:10;0.0447146
2015:07:11;0.0609702
2015:07:12;0.0753933
2015:07:13;0.0874058
2015:07:14;0.0970123
2015:07:15;0.104217
2015:07:16;0.109021
2015:07:17;0.111429
2015:07:18;0.111439
2015:07:19;0.109054
2015:07:20;0.105329
2015:07:21;0.100265
2015:07:22;0.0938581
2015:07:23;0.0861071
2015:07:24;0.0770084
2015:07:25;0.0665587
2015:07:26;0.0547538
2015:07:27;0.0414486
2015:07:28;0.0266378
2015:07:29;0.0103158
2015:07:30;-0.0075239
2015:07:31;-0.0268882
2015:08:01;-0.0477847
2015:08:02;-0.0677987
2015:08:03;-0.0868163
2015:08:04;-0.104845
2015:08:05;-0.121891
2015:08:06;-0.137963
2015:08:07;-0.153065
2015:08:08;-0.167204
2015:08:09;-0.180386
2015:08:10;-0.192575
2015:08:11;-0.203779
2015:08:12;-0.213999
2015:08:13;-0.223242
2015:08:14;-0.231509
2015:08:15;-0.238805
2015:08:16;-0.245132
2015:08:17;-0.250944
2015:08:18;-0.256243
2015:08:19;-0.261031
2015:08:20;-0.26531
2015:08:21;-0.269082
2015:08:22;-0.272348
2015:08:23;-0.27511
2015:08:24;-0.276925
2015:08:25;-0.277793
2015:08:26;-0.277715
2015:08:27;-0.276691
2015:08:28;-0.27472
2015:08:29;-0.271802
2015:08:30;-0.267936
2015:08:31;-0.263608
2015:09:01;-0.258816
2015:09:02;-0.254511
2015:09:03;-0.250691
2015:09:04;-0.247354
2015:09:05;-0.244498
2015:09:06;-0.242124
2015:09:07;-0.24037
2015:09:08;-0.239235
2015:09:09;-0.23872
2015:09:10;-0.238825
2015:09:11;-0.239548
2015:09:12;-0.240891
2015:09:13;-0.242854
2015:09:14;-0.244817
2015:09:15;-0.246781
2015:09:16;-0.248748
2015:09:17;-0.250717
2015:09:18;-0.25269
2015:09:19;-0.254666
2015:09:20;-0.256648
2015:09:21;-0.258722
2015:09:22;-0.260888
2015:09:23;-0.263148
2015:09:24;-0.265503
2015:09:25;-0.267952
2015:09:26;-0.270498
2015:09:27;-0.273142
2015:09:28;-0.276244
2015:09:29;-0.279805
2015:09:30;-0.283828
2015:10:01;-0.288313
2015:10:02;-0.29338
2015:10:03;-0.29903
2015:10:04;-0.305267
2015:10:05;-0.311967
2015:10:06;-0.319133
2015:10:07;-0.326769
2015:10:08;-0.334877
2015:10:09;-0.34346
2015:10:10;-0.352522
2015:10:11;-0.362066
2015:10:12;-0.372061
2015:10:13;-0.382511
2015:10:14;-0.39342
2015:10:15;-0.404792
2015:10:16;-0.416631
2015:10:17;-0.428943
2015:10:18;-0.441732
2015:10:19;-0.454969
2015:10:20;-0.46866
2015:10:21;-0.48281
2015:10:22;-0.497425
2015:10:23;-0.512509
2015:10:24;-0.52807
2015:10:25;-0.544113
2015:10:26;-0.560161
2015:10:27;-0.57622
2015:10:28;-0.592295
2015:10:29;-0.608395
2015:10:30;-0.624523
2015:10:31;-0.640688
2015:11:01;-0.656895
2015:11:02;-0.67207
2015:11:03;-0.686218
2015:11:04;-0.699346
2015:11:05;-0.711457
2015:11:06;-0.722557
2015:11:07;-0.732651
2015:11:08;-0.741741
2015:11:09;-0.750065
2015:11:10;-0.757625
2015:11:11;-0.764423
2015:11:12;-0.770464
2015:11:13;-0.775749
2015:11:14;-0.780279
2015:11:15;-0.784058
2015:11:16;-0.78741
2015:11:17;-0.790337
2015:11:18;-0.79284
2015:11:19;-0.79492
2015:11:20;-0.796577
2015:11:21;-0.797813
2015:11:22;-0.798628
2015:11:23;-0.798358
2015:11:24;-0.797002
2015:11:25;-0.794561
2015:11:26;-0.791034
2015:11:27;-0.786418
2015:11:28;-0.780713
2015:11:29;-0.773916
2015:11:30;-0.765517
2015:12:01;-0.755514
2015:12:02;-0.744721
2015:12:03;-0.733135
2015:12:04;-0.72075
2015:12:05;-0.707564
2015:12:06;-0.693569
2015:12:07;-0.679952
2015:12:08;-0.666707
2015:12:09;-0.653829
2015:12:10;-0.641313
2015:12:11;-0.629154
2015:12:12;-0.617347
2015:12:13;-0.605889
2015:12:14;-0.594597
2015:12:15;-0.583469
2015:12:16;-0.572498
2015:12:17;-0.561683
2015:12:18;-0.551017
2015:12:19;-0.540497
2015:12:20;-0.530118
2015:12:21;-0.518794
2015:12:22;-0.50652
2015:12:23;-0.493291
2015:12:24;-0.479101
2015:12:25;-0.463946
2015:12:26;-0.447819
2015:12:27;-0.430714
2015:12:28;-0.41345
2015:12:29;-0.396021
2015:12:30;-0.378419
2015:12:31;-0.360638
2016:01:01;-0.342671
2016:01:02;-0.325785
2016:01:03;-0.309976
2016:01:04;-0.294595
2016:01:05;-0.279636
2016:01:06;-0.265093
2016:01:07;-0.25096
2016:01:08;-0.237233
2016:01:09;-0.223905
2016:01:10;-0.210971
2016:01:11;-0.19863
2016:01:12;-0.186875
2016:01:13;-0.175703
2016:01:14;-0.165109
2016:01:15;-0.155088
2016:01:16;-0.145638
2016:01:17;-0.136754
2016:01:18;-0.129638
2016:01:19;-0.124288
2016:01:20;-0.120701
2016:01:21;-0.118877
2016:01:22;-0.118814
2016:01:23;-0.120513
2016:01:24;-0.123973
2016:01:25;-0.127688
2016:01:26;-0.13166
2016:01:27;-0.135889
2016:01:28;-0.140378
2016:01:29;-0.145127
2016:01:30;-0.15014
2016:01:31;-0.155418
2016:02:01;-0.162261
2016:02:02;-0.169728
2016:02:03;-0.177822
2016:02:04;-0.186546
2016:02:05;-0.195904
2016:02:06;-0.205898
2016:02:07;-0.216533
2016:02:08;-0.227298
2016:02:09;-0.238198
2016:02:10;-0.249237
2016:02:11;-0.260419
2016:02:12;-0.271748
2016:02:13;-0.283229
2016:02:14;-0.294867
2016:02:15;-0.306137
2016:02:16;-0.317045
2016:02:17;-0.327594
2016:02:18;-0.33779
2016:02:19;-0.347635
2016:02:20;-0.357133
2016:02:21;-0.366289
2016:02:22;-0.37551
2016:02:23;-0.384801
2016:02:24;-0.394164
2016:02:25;-0.403604
2016:02:26;-0.413124
2016:02:27;-0.422728
2016:02:28;-0.432419
2016:02:29;-0.442799
2016:03:01;-0.453869
2016:03:02;-0.464821
2016:03:03;-0.475658
2016:03:04;-0.486383
2016:03:05;-0.497003
2016:03:06;-0.50752
2016:03:07;-0.51697
2016:03:08;-0.525356
2016:03:09;-0.532682
2016:03:10;-0.53895
2016:03:11;-0.544164
2016:03:12;-0.548324
2016:03:13;-0.551433
2016:03:14;-0.553802
2016:03:15;-0.555431
2016:03:16;-0.55632
2016:03:17;-0.556471
2016:03:18;-0.555883
2016:03:19;-0.554557
2016:03:20;-0.55249
2016:03:21;-0.54941
2016:03:22;-0.545314
2016:03:23;-0.540201
2016:03:24;-0.534069
2016:03:25;-0.526916
2016:03:26;-0.518739
2016:03:27;-0.509534
2016:03:28;-0.499508
2016:03:29;-0.488657
2016:03:30;-0.476978
2016:03:31;-0.464465
2016:04:01;-0.451113
2016:04:02;-0.43864
2016:04:03;-0.427039
2016:04:04;-0.416838
2016:04:05;-0.408032
2016:04:06;-0.400618
2016:04:07;-0.394594
2016:04:08;-0.389956
2016:04:09;-0.386702
2016:04:10;-0.384833
2016:04:11;-0.384176
2016:04:12;-0.384731
2016:04:13;-0.386498
2016:04:14;-0.389478
2016:04:15;-0.393673
2016:04:16;-0.399083
2016:04:17;-0.405711
2016:04:18;-0.413211
2016:04:19;-0.421586
2016:04:20;-0.430838
2016:04:21;-0.440971
2016:04:22;-0.45199
2016:04:23;-0.463899
2016:04:24;-0.476701
2016:04:25;-0.489643
2016:04:26;-0.50273
2016:04:27;-0.515966
2016:04:28;-0.529356
2016:04:29;-0.542906
2016:04:30;-0.556622
2016:05:01;-0.570508
2016:05:02;-0.58236
2016:05:03;-0.592182
2016:05:04;-0.599979
2016:05:05;-0.605753
2016:05:06;-0.609507
2016:05:07;-0.611241
2016:05:08;-0.610958
2016:05:09;-0.609592
2016:05:10;-0.607143
2016:05:11;-0.603609
2016:05:12;-0.59899
2016:05:13;-0.593284
2016:05:14;-0.586488
2016:05:15;-0.5786
2016:05:16;-0.569712
2016:05:17;-0.559821
2016:05:18;-0.548923
2016:05:19;-0.537014
2016:05:20;-0.524089
2016:05:21;-0.510143
2016:05:22;-0.495171
2016:05:23;-0.478806
2016:05:24;-0.461044
2016:05:25;-0.441876
2016:05:26;-0.421296
2016:05:27;-0.399295
2016:05:28;-0.375865
2016:05:29;-0.350997
2016:05:30;-0.324394
2016:05:31;-0.296046
2016:06:01;-0.265942
2016:06:02;-0.236923
2016:06:03;-0.208977
2016:06:04;-0.182094
2016:06:05;-0.156263
2016:06:06;-0.131179
2016:06:07;-0.106833
2016:06:08;-0.0832143
2016:06:09;-0.0603151
2016:06:10;-0.0381258
2016:06:11;-0.0166378
2016:06:12;0.0041573
2016:06:13;0.0233904
2016:06:14;0.0410689
2016:06:15;0.0571999
2016:06:16;0.0717896
2016:06:17;0.0848437
2016:06:18;0.0963673
2016:06:19;0.106365
2016:06:20;0.115422
2016:06:21;0.123541
2016:06:22;0.130727
2016:06:23;0.136982
2016:06:24;0.142308
2016:06:25;0.146708
2016:06:26;0.150182
2016:06:27;0.152376
2016:06:28;0.153289
2016:06:29;0.152923
2016:06:30;0.151276
2016:07:01;0.14835
2016:07:02;0.144883
2016:07:03;0.140876
2016:07:04;0.136495
2016:07:05;0.131739
2016:07:06;0.126607
2016:07:07;0.121096
2016:07:08;0.115204
2016:07:09;0.108928
2016:07:10;0.102267
2016:07:11;0.0957062
2016:07:12;0.0892422
2016:07:13;0.0828729
2016:07:14;0.0765958
2016:07:15;0.0704085
2016:07:16;0.0643085
2016:07:17;0.0582934
2016:07:18;0.0521847
2016:07:19;0.0459799
2016:07:20;0.0396767
2016:07:21;0.0332725
2016:07:22;0.0267649
2016:07:23;0.0201513
2016:07:24;0.0134293
2016:07:25;0.0065048
2016:07:26;-0.000624695
2016:07:27;-0.00796203
2016:07:28;-0.0155101
2016:07:29;-0.0232717
2016:07:30;-0.0312501
2016:07:31;-0.0394482
2016:08:01;-0.0480087
2016:08:02;-0.0561169
2016:08:03;-0.0637758
2016:08:04;-0.0709886
2016:08:05;-0.0777579
2016:08:06;-0.0840864
2016:08:07;-0.0899766
2016:08:08;-0.0954369
2016:08:09;-0.100469
2016:08:10;-0.105076
2016:08:11;-0.109258
2016:08:12;-0.113018
2016:08:13;-0.116357
2016:08:14;-0.119276
2016:08:15;-0.121735
2016:08:16;-0.123735
2016:08:17;-0.125276
2016:08:18;-0.12636
2016:08:19;-0.126986
2016:08:20;-0.127155
2016:08:21;-0.126867
2016:08:22;-0.126257
2016:08:23;-0.125325
2016:08:24;-0.12407
2016:08:25;-0.122492
2016:08:26;-0.120591
2016:08:27;-0.118365
2016:08:28;-0.115814
2016:08:29;-0.112984
2016:08:30;-0.109873
2016:08:31;-0.10648
2016:09:01;-0.102804
2016:09:02;-0.0995694
2016:09:03;-0.0967752
2016:09:04;-0.0944202
2016:09:05;-0.0925515
2016:09:06;-0.0911685
2016:09:07;-0.0902707
2016:09:08;-0.0898575
2016:09:09;-0.089929
2016:09:10;-0.0904851
2016:09:11;-0.091526
2016:09:12;-0.0929233
2016:09:13;-0.0946776
2016:09:14;-0.0967896
2016:09:15;-0.0992601
2016:09:16;-0.10209
2016:09:17;-0.10528
2016:09:18;-0.108833
2016:09:19;-0.112799
2016:09:20;-0.11718
2016:09:21;-0.121978
2016:09:22;-0.127194
2016:09:23;-0.132832
2016:09:24;-0.138892
2016:09:25;-0.145378
2016:09:26;-0.152255
2016:09:27;-0.159527
2016:09:28;-0.167196
2016:09:29;-0.175264
2016:09:30;-0.183736
2016:10:01;-0.192615
2016:10:02;-0.201572
2016:10:03;-0.210303
2016:10:04;-0.218813
2016:10:05;-0.227105
2016:10:06;-0.235181
2016:10:07;-0.243045
2016:10:08;-0.250701
2016:10:09;-0.258151
2016:10:10;-0.265036
2016:10:11;-0.27136
2016:10:12;-0.277125
2016:10:13;-0.282333
2016:10:14;-0.286986
2016:10:15;-0.291086
2016:10:16;-0.294635
2016:10:17;-0.298525
2016:10:18;-0.302758
2016:10:19;-0.307335
2016:10:20;-0.312259
2016:10:21;-0.317531
2016:10:22;-0.323153
2016:10:23;-0.329127
2016:10:24;-0.334747
2016:10:25;-0.340013
2016:10:26;-0.344929
2016:10:27;-0.349496
2016:10:28;-0.353716
2016:10:29;-0.35759
2016:10:30;-0.361121
2016:10:31;-0.365385
2016:11:01;-0.370384
2016:11:02;-0.374606
2016:11:03;-0.378051
2016:11:04;-0.380721
2016:11:05;-0.382618
2016:11:06;-0.383741
2016:11:07;-0.384246
2016:11:08;-0.384133
2016:11:09;-0.383401
2016:11:10;-0.382051
2016:11:11;-0.380081
2016:11:12;-0.377491
2016:11:13;-0.37428
2016:11:14;-0.36902
2016:11:15;-0.361708
2016:11:16;-0.352342
2016:11:17;-0.340917
2016:11:18;-0.32743
2016:11:19;-0.311875
2016:11:20;-0.294246
2016:11:21;-0.274731
2016:11:22;-0.253322
2016:11:23;-0.230012
2016:11:24;-0.204791
2016:11:25;-0.17765
2016:11:26;-0.148577
2016:11:27;-0.117561
2016:11:28;-0.0852776
2016:11:29;-0.0517141
2016:11:30;-0.0168572
2016:12:01;0.0193066
2016:12:02;0.0531901
2016:12:03;0.0848066
2016:12:04;0.114168
2016:12:05;0.141799
2016:12:06;0.16771
2016:12:07;0.19191
2016:12:08;0.21441
2016:12:09;0.235219
2016:12:10;0.254343
2016:12:11;0.271791
2016:12:12;0.287769
2016:12:13;0.302284
2016:12:14;0.315341
2016:12:15;0.326946
2016:12:16;0.337102
2016:12:17;0.345814
2016:12:18;0.353085
2016:12:19;0.358437
2016:12:20;0.361871
2016:12:21;0.363388
2016:12:22;0.362991
2016:12:23;0.360677
2016:12:24;0.356447
2016:12:25;0.350298
2016:12:26;0.341768
2016:12:27;0.330854
2016:12:28;0.317551
2016:12:29;0.301855
2016:12:30;0.283758
2016:12:31;0.263254
2017:01:01;0.240335
2017:01:02;0.217926
2017:01:03;0.196017
2017:01:04;0.1746
2017:01:05;0.153667
2017:01:06;0.13321
2017:01:07;0.11322
2017:01:08;0.0936906
2017:01:09;0.074327
2017:01:10;0.0551222
2017:01:11;0.0360686
2017:01:12;0.0171588
2017:01:13;-0.00161466
2017:01:14;-0.020259
2017:01:15;-0.0387815
2017:01:16;-0.0565328
2017:01:17;-0.0735198
2017:01:18;-0.0897492
2017:01:19;-0.105227
2017:01:20;-0.11996
2017:01:21;-0.133953
2017:01:22;-0.147212
2017:01:23;-0.1606
2017:01:24;-0.174121
2017:01:25;-0.187782
2017:01:26;-0.201587
2017:01:27;-0.215542
2017:01:28;-0.229653
2017:01:29;-0.243924
2017:01:30;-0.258474
2017:01:31;-0.273309
2017:02:01;-0.288434
2017:02:02;-0.30281
2017:02:03;-0.316442
2017:02:04;-0.329336
2017:02:05;-0.341497
2017:02:06;-0.35232
2017:02:07;-0.361809
2017:02:08;-0.369967
2017:02:09;-0.376798
2017:02:10;-0.382305
2017:02:11;-0.38649
2017:02:12;-0.389354
2017:02:13;-0.390852
2017:02:14;-0.390985
2017:02:15;-0.389753
2017:02:16;-0.387155
2017:02:17;-0.38319
2017:02:18;-0.377857
2017:02:19;-0.371154
2017:02:20;-0.363971
2017:02:21;-0.356306
2017:02:22;-0.348155
2017:02:23;-0.339516
2017:02:24;-0.330385
2017:02:25;-0.320759
2017:02:26;-0.310633
2017:02:27;-0.298614
2017:02:28;-0.284698
2017:03:01;-0.268879
2017:03:02;-0.252703
2017:03:03;-0.236165
2017:03:04;-0.219258
2017:03:05;-0.201976
2017:03:06;-0.185319
2017:03:07;-0.169281
2017:03:08;-0.153856
2017:03:09;-0.139037
2017:03:10;-0.124818
2017:03:11;-0.111195
2017:03:12;-0.0981621
2017:03:13;-0.0850348
2017:03:14;-0.0718081
2017:03:15;-0.0584769
2017:03:16;-0.045036
2017:03:17;-0.0314801
2017:03:18;-0.017804
2017:03:19;-0.00400236
2017:03:20;0.00967874
2017:03:21;0.0232446
2017:03:22;0.0367005
2017:03:23;0.0500517
2017:03:24;0.0633034
2017:03:25;0.0764608
2017:03:26;0.0895291
2017:03:27;0.101576
2017:03:28;0.112607
2017:03:29;0.122626
2017:03:30;0.131637
2017:03:31;0.139643
2017:04:01;0.146648
2017:04:02;0.152135
2017:04:03;0.157263
2017:04:04;0.162032
2017:04:05;0.166446
2017:04:06;0.170506
2017:04:07;0.174213
2017:04:08;0.177569
2017:04:09;0.180575
2017:04:10;0.183377
2017:04:11;0.185977
2017:04:12;0.188375
2017:04:13;0.190573
2017:04:14;0.192571
2017:04:15;0.19437
2017:04:16;0.195971
2017:04:17;0.197295
2017:04:18;0.198344
2017:04:19;0.199118
2017:04:20;0.199617
2017:04:21;0.199842
2017:04:22;0.199792
2017:04:23;0.199467
2017:04:24;0.198288
2017:04:25;0.196254
2017:04:26;0.193365
2017:04:27;0.18962
2017:04:28;0.185016
2017:04:29;0.179553
2017:04:30;0.173228
2017:05:01;0.166343
2017:05:02;0.159507
2017:05:03;0.152717
2017:05:04;0.145972
2017:05:05;0.139267
2017:05:06;0.132601
2017:05:07;0.125972
2017:05:08;0.119371
2017:05:09;0.112797
2017:05:10;0.106247
2017:05:11;0.0997182
2017:05:12;0.0932085
2017:05:13;0.0867151
2017:05:14;0.0802356
2017:05:15;0.0738085
2017:05:16;0.0674311
2017:05:17;0.0611012
2017:05:18;0.0548161
2017:05:19;0.0485734
2017:05:20;0.0423707
2017:05:21;0.0362056
2017:05:22;0.0307507
2017:05:23;0.0260038
2017:05:24;0.0219632
2017:05:25;0.0186272
2017:05:26;0.0159945
2017:05:27;0.0140641
2017:05:28;0.0128353
2017:05:29;0.0114681
2017:05:30;0.00996189
2017:05:31;0.00831615
2017:06:01;0.00653021
2017:06:02;0.00459161
2017:06:03;0.00249959
2017:06:04;0.000253324
2017:06:05;-0.00233298
2017:06:06;-0.00526033
2017:06:07;-0.00852987
2017:06:08;-0.0121429
2017:06:09;-0.0161008
2017:06:10;-0.0204051
2017:06:11;-0.0250575
2017:06:12;-0.0296189
2017:06:13;-0.034091
2017:06:14;-0.0384756
2017:06:15;-0.0427744
2017:06:16;-0.046989
2017:06:17;-0.0511212
2017:06:18;-0.0551725
2017:06:19;-0.0594142
2017:06:20;-0.0638481
2017:06:21;-0.0684757
2017:06:22;-0.073299
2017:06:23;-0.0783197
2017:06:24;-0.08354
2017:06:25;-0.0889617
2017:06:26;-0.0940968
2017:06:27;-0.0989473
2017:06:28;-0.103515
2017:06:29;-0.107802
2017:06:30;-0.11181
2017:07:01;-0.11554
2017:07:02;-0.118852
2017:07:03;-0.122011
2017:07:04;-0.125017
2017:07:05;-0.127873
2017:07:06;-0.130579
2017:07:07;-0.133136
2017:07:08;-0.135545
2017:07:09;-0.137807
2017:07:10;-0.140689
2017:07:11;-0.144194
2017:07:12;-0.148321
2017:07:13;-0.153072
2017:07:14;-0.15845
2017:07:15;-0.164457
2017:07:16;-0.171094
2017:07:17;-0.177574
2017:07:18;-0.183898
2017:07:19;-0.190069
2017:07:20;-0.196089
2017:07:21;-0.201961
2017:07:22;-0.207687
2017:07:23;-0.21327
2017:07:24;-0.219072
2017:07:25;-0.225097
2017:07:26;-0.231346
2017:07:27;-0.237822
2017:07:28;-0.244527
2017:07:29;-0.251464
2017:07:30;-0.258636
2017:07:31;-0.265469
2017:08:01;-0.271965
2017:08:02;-0.277705
2017:08:03;-0.282692
2017:08:04;-0.286927
2017:08:05;-0.290412
2017:08:06;-0.293149
2017:08:07;-0.295944
2017:08:08;-0.298797
2017:08:09;-0.30171
2017:08:10;-0.304684
2017:08:11;-0.30772
2017:08:12;-0.310819
2017:08:13;-0.313982
2017:08:14;-0.316818
2017:08:15;-0.319327
2017:08:16;-0.321511
2017:08:17;-0.323369
2017:08:18;-0.324903
2017:08:19;-0.326114
2017:08:20;-0.327002
2017:08:21;-0.327477
2017:08:22;-0.327541
2017:08:23;-0.327192
2017:08:24;-0.326431
2017:08:25;-0.325257
2017:08:26;-0.32367
2017:08:27;-0.32167
2017:08:28;-0.317082
2017:08:29;-0.309906
2017:08:30;-0.300137
2017:08:31;-0.287773
2017:09:01;-0.272809
2017:09:02;-0.255056
2017:09:03;-0.234509
2017:09:04;-0.21411
2017:09:05;-0.193851
2017:09:06;-0.173725
2017:09:07;-0.153724
2017:09:08;-0.13384
2017:09:09;-0.114065
2017:09:10;-0.0943916
2017:09:11;-0.0749061
2017:09:12;-0.055601
2017:09:13;-0.0364688
2017:09:14;-0.017502
2017:09:15;0.00130686
2017:09:16;0.019965
2017:09:17;0.0384797
2017:09:18;0.0578452
2017:09:19;0.078069
2017:09:20;0.0991589
2017:09:21;0.121123
2017:09:22;0.143971
2017:09:23;0.16771
2017:09:24;0.19235
2017:09:25;0.217609
2017:09:26;0.243495
2017:09:27;0.27002
2017:09:28;0.297193
2017:09:29;0.325026
2017:09:30;0.353528
2017:10:01;0.382712
2017:10:02;0.410312
2017:10:03;0.436339
2017:10:04;0.460803
2017:10:05;0.483714
2017:10:06;0.50508
2017:10:07;0.524911
2017:10:08;0.543213
2017:10:09;0.559593
2017:10:10;0.574057
2017:10:11;0.586611
2017:10:12;0.59726
2017:10:13;0.606008
2017:10:14;0.612858
2017:10:15;0.617813
2017:10:16;0.621898
2017:10:17;0.625116
2017:10:18;0.627466
2017:10:19;0.62895
2017:10:20;0.629569
2017:10:21;0.629323
2017:10:22;0.628212
2017:10:23;0.62597
2017:10:24;0.622596
2017:10:25;0.618089
2017:10:26;0.612448
2017:10:27;0.60567
2017:10:28;0.597753
2017:10:29;0.588693
2017:10:30;0.578796
2017:10:31;0.568058
2017:11:01;0.556475
2017:11:02;0.545364
2017:11:03;0.53472
2017:11:04;0.524539
2017:11:05;0.514817
2017:11:06;0.505505
2017:11:07;0.496601
2017:11:08;0.4881
2017:11:09;0.479998
2017:11:10;0.472294
2017:11:11;0.464983
2017:11:12;0.458064
2017:11:13;0.450902
2017:11:14;0.443494
2017:11:15;0.435837
2017:11:16;0.427929
2017:11:17;0.419766
2017:11:18;0.411346
2017:11:19;0.402664
2017:11:20;0.393927
2017:11:21;0.385132
2017:11:22;0.376275
2017:11:23;0.367352
2017:11:24;0.358361
2017:11:25;0.349297
2017:11:26;0.340157
2017:11:27;0.330972
2017:11:28;0.321738
2017:11:29;0.312452
2017:11:30;0.303109
2017:12:01;0.293707
2017:12:02;0.283744
2017:12:03;0.273217
2017:12:04;0.261659
2017:12:05;0.249066
2017:12:06;0.235432
2017:12:07;0.220752
2017:12:08;0.20502
2017:12:09;0.188231
2017:12:10;0.170377
2017:12:11;0.152644
2017:12:12;0.135023
2017:12:13;0.117508
2017:12:14;0.100093
2017:12:15;0.0827699
2017:12:16;0.0655327
2017:12:17;0.0483745
2017:12:18;0.0309307
2017:12:19;0.0131945
2017:12:20;-0.00484111
2017:12:21;-0.0231831
2017:12:22;-0.0418386
2017:12:23;-0.0608149
2017:12:24;-0.0801195
2017:12:25;-0.100219
2017:12:26;-0.121122
2017:12:27;-0.142836
2017:12:28;-0.16537
2017:12:29;-0.188732
2017:12:30;-0.212931
2017:12:31;-0.237978
2018:01:01;-0.263588
2018:01:02;-0.286997
2018:01:03;-0.308215
2018:01:04;-0.327249
2018:01:05;-0.344108
2018:01:06;-0.358798
2018:01:07;-0.371324
2018:01:08;-0.382872
2018:01:09;-0.393446
2018:01:10;-0.403051
2018:01:11;-0.41169
2018:01:12;-0.419366
2018:01:13;-0.426083
2018:01:14;-0.431844
2018:01:15;-0.435641
2018:01:16;-0.437476
2018:01:17;-0.43735
2018:01:18;-0.435263
2018:01:19;-0.431214
2018:01:20;-0.425202
2018:01:21;-0.417224
2018:01:22;-0.40745
2018:01:23;-0.395877
2018:01:24;-0.382499
2018:01:25;-0.367312
2018:01:26;-0.350309
2018:01:27;-0.331484
2018:01:28;-0.31083
2018:01:29;-0.288371
2018:01:30;-0.264097
2018:01:31;-0.238
2018:02:01;-0.210068
2018:02:02;-0.183473
2018:02:03;-0.158204
2018:02:04;-0.134251
2018:02:05;-0.111365
2018:02:06;-0.0895356
2018:02:07;-0.0687554
2018:02:08;-0.049016
2018:02:09;-0.0303098
2018:02:10;-0.0126293
2018:02:11;0.00403217
2018:02:12;0.0193798
2018:02:13;0.0334196
2018:02:14;0.046157
2018:02:15;0.057597
2018:02:16;0.067744
2018:02:17;0.076602
2018:02:18;0.0841745
2018:02:19;0.0905991
2018:02:20;0.0958783
2018:02:21;0.100014
2018:02:22;0.103009
2018:02:23;0.104862
2018:02:24;0.105576
2018:02:25;0.105151
2018:02:26;0.104259
2018:02:27;0.102902
2018:02:28;0.101078
2018:03:01;0.0987864
2018:03:02;0.0973321
2018:03:03;0.0967143
2018:03:04;0.0969328
2018:03:05;0.097234
2018:03:06;0.0976181
2018:03:07;0.0980853
2018:03:08;0.0986356
2018:03:09;0.0992693
2018:03:10;0.0999867
2018:03:11;0.100788
2018:03:12;0.101985
2018:03:13;0.103577
2018:03:14;0.105566
2018:03:15;0.107952
2018:03:16;0.110736
2018:03:17;0.113919
2018:03:18;0.117503
2018:03:19;0.121223
2018:03:20;0.12508
2018:03:21;0.129076
2018:03:22;0.133213
2018:03:23;0.137492
2018:03:24;0.141915
2018:03:25;0.146483
2018:03:26;0.151876
2018:03:27;0.158095
2018:03:28;0.165142
2018:03:29;0.173021
2018:03:30;0.181734
2018:03:31;0.191285
2018:04:01;0.201678
2018:04:02;0.211163
2018:04:03;0.219744
2018:04:04;0.227425
2018:04:05;0.234209
2018:04:06;0.240097
2018:04:07;0.245093
2018:04:08;0.249199
2018:04:09;0.252421
2018:04:10;0.254761
2018:04:11;0.25622
2018:04:12;0.256799
2018:04:13;0.256497
2018:04:14;0.255315
2018:04:15;0.253252
2018:04:16;0.248907
2018:04:17;0.242279
2018:04:18;0.233365
2018:04:19;0.222161
2018:04:20;0.208664
2018:04:21;0.192867
2018:04:22;0.174766
2018:04:23;0.155703
2018:04:24;0.135673
2018:04:25;0.114667
2018:04:26;0.0926767
2018:04:27;0.0696939
2018:04:28;0.0457095
2018:04:29;0.0207142
2018:04:30;-0.0053192
2018:05:01;-0.0324008
2018:05:02;-0.0580718
2018:05:03;-0.0823423
2018:05:04;-0.105222
2018:05:05;-0.126719
2018:05:06;-0.146843
2018:05:07;-0.165208
2018:05:08;-0.181822
2018:05:09;-0.196691
2018:05:10;-0.209821
2018:05:11;-0.221217
2018:05:12;-0.230884
2018:05:13;-0.238826
2018:05:14;-0.245174
2018:05:15;-0.249931
2018:05:16;-0.253099
2018:05:17;-0.254679
2018:05:18;-0.254672
2018:05:19;-0.253078
2018:05:20;-0.249896
2018:05:21;-0.245836
2018:05:22;-0.240896
2018:05:23;-0.235074
2018:05:24;-0.228369
2018:05:25;-0.220777
2018:05:26;-0.212295
2018:05:27;-0.202921
2018:05:28;-0.192245
2018:05:29;-0.180264
2018:05:30;-0.166972
2018:05:31;-0.152365
2018:06:01;-0.136437
2018:06:02;-0.121294
2018:06:03;-0.106929
2018:06:04;-0.0934145
2018:06:05;-0.080746
2018:06:06;-0.0689183
2018:06:07;-0.0579268
2018:06:08;-0.0477671
2018:06:09;-0.0384353
2018:06:10;-0.0299278
2018:06:11;-0.022371
2018:06:12;-0.0157618
2018:06:13;-0.0100979
2018:06:14;-0.00537686
2018:06:15;-0.00159693
2018:06:16;0.00124337
2018:06:17;0.00314516
2018:06:18;0.00446749
